id,epsilon
2141,0.892
2142,0.836
2143,0.758
2144,0.751
2145,0.74
2146,0.75
2147,0.758
2148,0.734
2149,0.742
2150,0.761
2151,0.72
2152,0.717
2153,0.686
2154,0.626
2155,0.543
2156,0.518
2157,0.54
2158,0.577
2159,0.625
2160,0.598
2161,0.547
2162,0.498
2163,0.461
2164,0.439
2165,0.429
2166,0.381
2167,0.365
2168,0.301
2169,0.288
2170,0.269
2171,0.245
2172,0.254
2173,0.22
2174,0.225
2175,0.223
2176,0.204
2177,0.186
2178,0.193
2179,0.169
2180,0.162
2181,0.141
2182,0.089
2183,0.992
2184,0.938
2185,0.872
2186,0.783
2187,0.74
2188,0.747
2189,0.658
2190,0.584
2191,0.501
2192,0.499
2193,0.481
2194,0.446
2195,0.446
2196,0.426
2197,0.409
2198,0.339
2199,0.334
2200,0.304
2201,0.294
2202,0.301
2203,0.304
2204,0.281
2205,0.245
2206,0.226
2207,0.189
2208,0.178
2209,0.154
2210,0.152
2211,0.102
2212,0.073
2213,0.028
2214,0.009
2215,0.955
2216,0.886
2217,0.77
2218,0.759
2219,0.738
2220,0.723
2221,0.682
2222,0.656
2223,0.636
2224,0.62
2225,0.638
2226,0.67
2227,0.675
2228,0.628
2229,0.595
2230,0.604
2231,0.58
2232,0.51
2233,0.483
2234,0.48
2235,0.451
2236,0.429
2237,0.37
2238,0.31
2239,0.27
2240,0.234
2241,0.188
2242,0.156
2243,0.114
2244,0.057
2245,0.014
2246,0.955
2247,0.914
2248,0.891
2249,0.869
2250,0.783
2251,0.778
2252,0.733
2253,0.76
2254,0.75
2255,0.733
2256,0.739
2257,0.732
2258,0.733
2259,0.703
2260,0.681
2261,0.625
2262,0.611
2263,0.585
2264,0.586
2265,0.533
2266,0.528
2267,0.48
2268,0.444
2269,0.412
2270,0.359
2271,0.318
2272,0.266
2273,0.228
2274,0.152
2275,0.081
2276,0.995
2277,0.917
2278,0.852
2279,0.767
2280,0.75
2281,0.743
2282,0.715
2283,0.634
2284,0.563
2285,0.508
2286,0.47
2287,0.444
2288,0.387
2289,0.396
2290,0.373
2291,0.329
2292,0.3
2293,0.312
2294,0.311
2295,0.299
2296,0.315
2297,0.299
2298,0.272
2299,0.234
2300,0.247
2301,0.228
2302,0.197
2303,0.158
2304,0.142
2305,0.135
2306,0.122
2307,0.04
2308,0.893
2309,0.776
2310,0.74
2311,0.628
2312,0.561
2313,0.53
2314,0.481
2315,0.43
2316,0.384
2317,0.311
2318,0.273
2319,0.253
2320,0.209
2321,0.156
2322,0.109
2323,0.105
2324,0.122
2325,0.124
2326,0.094
2327,0.077
2328,0.06
2329,0.001
2330,0.929
2331,0.878
2332,0.872
2333,0.844
2334,0.847
2335,0.781
2336,0.753
2337,0.72
2338,0.657
2339,0.539
2340,0.47
2341,0.411
2342,0.359
2343,0.323
2344,0.295
2345,0.263
2346,0.258
2347,0.225
2348,0.177
2349,0.122
2350,0.114
2351,0.08
2352,0.067
2353,0.027
2354,0.98
2355,0.906
2356,0.843
2357,0.772
2358,0.762
2359,0.752
2360,0.745
2361,0.734
2362,0.721
2363,0.665
2364,0.561
2365,0.501
2366,0.434
2367,0.401
2368,0.322
2369,0.303
2370,0.275
2371,0.23
2372,0.152
2373,0.092
2374,0.983
2375,0.911
2376,0.856
2377,0.779
2378,0.745
2379,0.715
2380,0.67
2381,0.57
2382,0.518
2383,0.475
2384,0.458
2385,0.419
2386,0.406
2387,0.315
2388,0.323
2389,0.3
2390,0.285
2391,0.265
2392,0.234
2393,0.23
2394,0.177
2395,0.151
2396,0.082
2397,0.033
2398,0.939
2399,0.882
2400,0.767
2401,0.767
2402,0.747
2403,0.696
2404,0.651
2405,0.551
2406,0.51
2407,0.45
2408,0.382
2409,0.335
2410,0.323
2411,0.27
2412,0.19
2413,0.096
2414,0.036
2415,0.013
2416,0.924
2417,0.902
2418,0.866
2419,0.836
2420,0.775
2421,0.753
2422,0.77
2423,0.755
2424,0.729
2425,0.696
2426,0.672
2427,0.613
2428,0.508
2429,0.458
2430,0.404
2431,0.327
2432,0.265
2433,0.142
2434,0.061
2435,0.993
2436,0.916
2437,0.875
2438,0.766
2439,0.734
2440,0.739
2441,0.66
2442,0.545
2443,0.482
2444,0.444
2445,0.452
2446,0.429
2447,0.376
2448,0.342
2449,0.299
2450,0.27
2451,0.211
2452,0.128
2453,0.059
2454,0.006
2455,0
2456,0.946
2457,0.881
2458,0.85
2459,0.752
2460,0.748
2461,0.708
2462,0.627
2463,0.519
2464,0.465
2465,0.395
2466,0.339
2467,0.303
2468,0.257
2469,0.201
2470,0.165
2471,0.149
2472,0.093
2473,0.061
2474,0.979
2475,0.989
2476,0.952
2477,0.972
2478,0.918
2479,0.861
2480,0.778
2481,0.749
2482,0.713
2483,0.629
2484,0.546
2485,0.476
2486,0.409
2487,0.358
2488,0.307
2489,0.284
2490,0.242
2491,0.201
2492,0.125
2493,0.076
2494,0.998
2495,0.908
2496,0.867
2497,0.759
2498,0.745
2499,0.607
2500,0.485
2501,0.443
2502,0.384
2503,0.341
2504,0.305
2505,0.28
2506,0.235
2507,0.213
2508,0.213
2509,0.192
2510,0.167
2511,0.152
2512,0.121
2513,0.049
2514,0.966
2515,0.883
2516,0.833
2517,0.732
2518,0.604
2519,0.518
2520,0.455
2521,0.376
2522,0.306
2523,0.256
2524,0.257
2525,0.228
2526,0.145
2527,0.087
2528,0.999
2529,0.911
2530,0.819
2531,0.744
2532,0.716
2533,0.607
2534,0.489
2535,0.458
2536,0.434
2537,0.406
2538,0.387
2539,0.378
2540,0.354
2541,0.316
2542,0.295
2543,0.285
2544,0.246
2545,0.155
2546,0.099
2547,0.025
2548,0.942
2549,0.886
2550,0.823
2551,0.745
2552,0.744
2553,0.66
2554,0.527
2555,0.488
2556,0.424
2557,0.352
2558,0.284
2559,0.222
2560,0.167
2561,0.116
2562,0.003
2563,0.898
2564,0.828
2565,0.734
2566,0.69
2567,0.584
2568,0.507
2569,0.426
2570,0.345
2571,0.315
2572,0.32
2573,0.326
2574,0.303
2575,0.269
2576,0.229
2577,0.149
2578,0.061
2579,0.005
2580,0.95
2581,0.921
2582,0.895
2583,0.867
2584,0.75
2585,0.722
2586,0.591
2587,0.497
2588,0.416
2589,0.352
2590,0.307
2591,0.276
2592,0.192
2593,0.114
2594,0.03
2595,0.921
2596,0.844
2597,0.754
2598,0.729
2599,0.622
2600,0.527
2601,0.455
2602,0.418
2603,0.371
2604,0.333
2605,0.296
2606,0.247
2607,0.194
2608,0.151
2609,0.124
2610,0.077
2611,0.061
2612,0.996
2613,0.917
2614,0.835
2615,0.734
2616,0.711
2617,0.577
2618,0.433
2619,0.398
2620,0.332
2621,0.282
2622,0.237
2623,0.15
2624,0.044
2625,0.905
2626,0.778
2627,0.755
2628,0.705
2629,0.527
2630,0.458
2631,0.395
2632,0.351
2633,0.315
2634,0.273
2635,0.227
2636,0.237
2637,0.253
2638,0.224
2639,0.152
2640,0.086
2641,0.962
2642,0.836
2643,0.729
2644,0.607
2645,0.534
2646,0.498
2647,0.457
2648,0.418
2649,0.365
2650,0.306
2651,0.279
2652,0.149
2653,0.033
2654,0.905
2655,0.828
2656,0.728
2657,0.69
2658,0.538
2659,0.479
2660,0.437
2661,0.373
2662,0.323
2663,0.282
2664,0.266
2665,0.224
2666,0.177
2667,0.129
2668,0.074
2669,0.059
2670,0.995
2671,0.908
2672,0.835
2673,0.766
2674,0.737
2675,0.696
2676,0.606
2677,0.5
2678,0.447
2679,0.311
2680,0.272
2681,0.23
2682,0.17
2683,0.118
2684,0.006
2685,0.916
2686,0.817
2687,0.744
2688,0.643
2689,0.561
2690,0.483
2691,0.411
2692,0.329
2693,0.31
2694,0.209
2695,0.094
2696,0.002
2697,0.913
2698,0.827
2699,0.735
2700,0.732
2701,0.612
2702,0.539
2703,0.476
2704,0.446
2705,0.383
2706,0.328
2707,0.296
2708,0.248
2709,0.153
2710,0.124
2711,0.048
2712,0.975
2713,0.897
2714,0.822
2715,0.757
2716,0.711
2717,0.644
2718,0.539
2719,0.518
2720,0.438
2721,0.405
2722,0.347
2723,0.311
2724,0.24
2725,0.137
2726,0.062
2727,0.97
2728,0.923
2729,0.863
2730,0.826
2731,0.718
2732,0.709
2733,0.58
2734,0.496
2735,0.466
2736,0.42
2737,0.348
2738,0.285
2739,0.201
2740,0.141
2741,0.087
2742,0.995
2743,0.872
2744,0.727
2745,0.629
2746,0.483
2747,0.432
2748,0.363
2749,0.33
2750,0.275
2751,0.212
2752,0.132
2753,0.069
2754,0.024
2755,0.992
2756,0.949
2757,0.903
2758,0.867
2759,0.717
2760,0.772
2761,0.638
2762,0.511
2763,0.43
2764,0.33
2765,0.285
2766,0.22
2767,0.167
2768,0.092
2769,0.013
2770,0.964
2771,0.895
2772,0.844
2773,0.766
2774,0.725
2775,0.655
2776,0.497
2777,0.435
2778,0.332
2779,0.251
2780,0.159
2781,0.064
2782,0.964
2783,0.892
2784,0.826
2785,0.734
2786,0.703
2787,0.657
2788,0.606
2789,0.495
2790,0.431
2791,0.344
2792,0.289
2793,0.205
2794,0.147
2795,0.056
2796,0.979
2797,0.902
2798,0.855
2799,0.735
2800,0.721
2801,0.639
2802,0.555
2803,0.463
2804,0.39
2805,0.327
2806,0.259
2807,0.177
2808,0.085
2809,0.026
2810,0.899
2811,0.774
2812,0.711
2813,0.639
2814,0.537
2815,0.466
2816,0.376
2817,0.319
2818,0.265
2819,0.233
2820,0.22
2821,0.134
2822,0.045
2823,0.995
2824,0.96
2825,0.891
2826,0.811
2827,0.739
2828,0.729
2829,0.647
2830,0.538
2831,0.436
2832,0.329
2833,0.264
2834,0.145
2835,0.078
2836,0.966
2837,0.894
2838,0.815
2839,0.724
2840,0.674
2841,0.558
2842,0.468
2843,0.394
2844,0.299
2845,0.205
2846,0.106
2847,0.007
2848,0.914
2849,0.837
2850,0.73
2851,0.712
2852,0.633
2853,0.584
2854,0.551
2855,0.484
2856,0.447
2857,0.405
2858,0.373
2859,0.326
2860,0.284
2861,0.217
2862,0.127
2863,0.004
2864,0.928
2865,0.843
2866,0.747
2867,0.735
2868,0.681
2869,0.532
2870,0.445
2871,0.334
2872,0.266
2873,0.163
2874,0.07
2875,0.922
2876,0.837
2877,0.753
2878,0.734
2879,0.631
2880,0.494
2881,0.426
2882,0.371
2883,0.328
2884,0.273
2885,0.212
2886,0.173
2887,0.153
2888,0.111
2889,0.064
2890,0.983
2891,0.914
2892,0.84
2893,0.734
2894,0.726
2895,0.582
2896,0.453
2897,0.371
2898,0.323
2899,0.198
2900,0.081
2901,0.928
2902,0.75
2903,0.658
2904,0.551
2905,0.443
2906,0.365
2907,0.311
2908,0.297
2909,0.255
2910,0.17
2911,0.092
2912,0.046
2913,0.981
2914,0.879
2915,0.818
2916,0.716
2917,0.713
2918,0.65
2919,0.536
2920,0.474
2921,0.421
2922,0.349
2923,0.324
2924,0.279
2925,0.171
2926,0.102
2927,0.075
2928,0
2929,0.906
2930,0.824
2931,0.72
2932,0.603
2933,0.479
2934,0.403
2935,0.318
2936,0.268
2937,0.149
2938,0.046
2939,0.916
2940,0.829
2941,0.705
2942,0.649
2943,0.512
2944,0.419
2945,0.328
2946,0.259
2947,0.201
2948,0.15
2949,0.082
2950,0.977
2951,0.889
2952,0.845
2953,0.738
2954,0.735
2955,0.649
2956,0.544
2957,0.478
2958,0.433
2959,0.373
2960,0.3
2961,0.257
2962,0.193
2963,0.103
2964,0.994
2965,0.94
2966,0.859
2967,0.82
2968,0.732
2969,0.733
2970,0.705
2971,0.663
2972,0.475
2973,0.346
2974,0.225
2975,0.102
2976,0.063
2977,0.953
2978,0.886
2979,0.761
2980,0.723
2981,0.67
2982,0.593
2983,0.489
2984,0.424
2985,0.3
2986,0.301
2987,0.215
2988,0.169
2989,0.056
2990,0.943
2991,0.747
2992,0.711
2993,0.615
2994,0.506
2995,0.461
2996,0.415
2997,0.344
2998,0.302
2999,0.245
3000,0.163
3001,0.12
3002,0.047
3003,0.97
3004,0.889
3005,0.761
3006,0.705
3007,0.603
3008,0.485
3009,0.441
3010,0.361
3011,0.292
3012,0.23
3013,0.158
3014,0.103
3015,0.07
3016,0.03
3017,0.959
3018,0.894
3019,0.848
3020,0.709
3021,0.678
3022,0.523
3023,0.43
3024,0.319
3025,0.193
3026,0.065
3027,0.922
3028,0.839
3029,0.738
3030,0.701
3031,0.6
3032,0.498
3033,0.449
3034,0.404
3035,0.304
3036,0.21
3037,0.134
3038,0.017
3039,0.894
3040,0.747
3041,0.71
3042,0.685
3043,0.618
3044,0.521
3045,0.491
3046,0.427
3047,0.344
3048,0.296
3049,0.266
3050,0.2
3051,0.137
3052,0.027
3053,0.958
3054,0.87
3055,0.744
3056,0.725
3057,0.665
3058,0.503
3059,0.379
3060,0.294
3061,0.248
3062,0.18
3063,0.069
3064,0.957
3065,0.851
3066,0.738
3067,0.7
3068,0.627
3069,0.54
3070,0.456
3071,0.378
3072,0.328
3073,0.283
3074,0.271
3075,0.196
3076,0.098
3077,0.973
3078,0.853
3079,0.752
3080,0.694
3081,0.662
3082,0.551
3083,0.453
3084,0.43
3085,0.392
3086,0.332
3087,0.272
3088,0.18
3089,0.026
3090,0.909
3091,0.754
3092,0.669
3093,0.519
3094,0.433
3095,0.319
3096,0.276
3097,0.241
3098,0.185
3099,0.126
3100,0.11
3101,0.05
3102,0.953
3103,0.872
3104,0.816
3105,0.722
3106,0.721
3107,0.621
3108,0.478
3109,0.438
3110,0.371
3111,0.315
3112,0.272
3113,0.243
3114,0.13
3115,0.01
3116,0.914
3117,0.823
3118,0.713
3119,0.605
3120,0.491
3121,0.439
3122,0.39
3123,0.295
3124,0.243
3125,0.111
3126,0.948
3127,0.866
3128,0.814
3129,0.742
3130,0.701
3131,0.692
3132,0.686
3133,0.598
3134,0.521
3135,0.471
3136,0.402
3137,0.326
3138,0.252
3139,0.156
3140,0.06
3141,0.984
3142,0.904
3143,0.845
3144,0.708
3145,0.69
3146,0.562
3147,0.467
3148,0.354
3149,0.274
3150,0.198
3151,0.119
3152,0.038
3153,0.956
3154,0.875
3155,0.747
3156,0.706
3157,0.592
3158,0.462
3159,0.437
3160,0.356
3161,0.292
3162,0.259
3163,0.216
3164,0.188
3165,0.115
3166,0.011
3167,0.948
3168,0.898
3169,0.864
3170,0.82
3171,0.72
3172,0.723
3173,0.658
3174,0.628
3175,0.521
3176,0.444
3177,0.358
3178,0.31
3179,0.246
3180,0.135
3181,0.058
3182,0.923
3183,0.764
3184,0.694
3185,0.589
3186,0.461
3187,0.358
3188,0.287
3189,0.241
3190,0.123
3191,0.053
3192,0.913
3193,0.829
3194,0.715
3195,0.694
3196,0.627
3197,0.577
3198,0.513
3199,0.466
3200,0.386
3201,0.288
3202,0.25
3203,0.163
3204,0.094
3205,0.016
3206,0.925
3207,0.872
3208,0.81
3209,0.709
3210,0.697
3211,0.689
3212,0.617
3213,0.5
3214,0.43
3215,0.397
3216,0.293
3217,0.24
3218,0.148
3219,0.076
3220,0.98
3221,0.903
3222,0.845
3223,0.72
3224,0.648
3225,0.509
3226,0.412
3227,0.349
3228,0.275
3229,0.217
3230,0.156
3231,0.107
3232,0.003
3233,0.903
3234,0.827
3235,0.719
3236,0.618
3237,0.483
3238,0.417
3239,0.324
3240,0.284
3241,0.242
3242,0.169
3243,0.134
3244,0.094
3245,0.019
3246,0.995
3247,0.962
3248,0.893
3249,0.725
3250,0.706
3251,0.635
3252,0.513
3253,0.413
3254,0.367
3255,0.313
3256,0.262
3257,0.195
3258,0.123
3259,0.045
3260,0.966
3261,0.954
3262,0.844
3263,0.73
3264,0.71
3265,0.645
3266,0.537
3267,0.444
3268,0.357
3269,0.252
3270,0.185
3271,0.094
3272,0.975
3273,0.893
3274,0.761
3275,0.69
3276,0.691
3277,0.542
3278,0.448
3279,0.396
3280,0.349
3281,0.289
3282,0.195
3283,0.076
3284,0.951
3285,0.829
3286,0.717
3287,0.679
3288,0.668
3289,0.601
3290,0.532
3291,0.489
3292,0.491
3293,0.463
3294,0.41
3295,0.321
3296,0.244
3297,0.166
3298,0.089
3299,0.04
3300,0.992
3301,0.945
3302,0.902
3303,0.88
3304,0.82
3305,0.682
3306,0.532
3307,0.406
3308,0.278
3309,0.194
3310,0.127
3311,0.04
3312,0.935
3313,0.833
3314,0.731
3315,0.696
3316,0.595
3317,0.521
3318,0.457
3319,0.412
3320,0.314
3321,0.267
3322,0.212
3323,0.179
3324,0.122
3325,0.061
3326,0.973
3327,0.889
3328,0.84
3329,0.745
3330,0.742
3331,0.721
3332,0.695
3333,0.597
3334,0.458
3335,0.376
3336,0.291
3337,0.215
3338,0.116
3339,0.017
3340,0.937
3341,0.787
3342,0.734
3343,0.731
3344,0.72
3345,0.684
3346,0.632
3347,0.486
3348,0.449
3349,0.409
3350,0.352
3351,0.27
3352,0.198
3353,0.169
3354,0.085
3355,0.005
3356,0.913
3357,0.827
3358,0.714
3359,0.689
3360,0.658
3361,0.522
3362,0.452
3363,0.422
3364,0.354
3365,0.262
3366,0.205
3367,0.127
3368,0.072
3369,0.039
3370,0.934
3371,0.82
3372,0.726
3373,0.683
3374,0.614
3375,0.482
3376,0.452
3377,0.421
3378,0.379
3379,0.335
3380,0.262
3381,0.23
3382,0.143
3383,0.077
3384,0.004
3385,0.9
3386,0.827
3387,0.718
3388,0.661
3389,0.647
3390,0.552
3391,0.506
3392,0.443
3393,0.383
3394,0.318
3395,0.276
3396,0.213
3397,0.126
3398,0.05
3399,0.938
3400,0.869
3401,0.75
3402,0.717
3403,0.615
3404,0.527
3405,0.448
3406,0.395
3407,0.32
3408,0.268
3409,0.236
3410,0.189
3411,0.125
3412,0.117
3413,0.079
3414,0.025
3415,0.002
3416,0.928
3417,0.884
3418,0.835
3419,0.835
3420,0.731
3421,0.697
3422,0.581
3423,0.53
3424,0.493
3425,0.458
3426,0.376
3427,0.307
3428,0.207
3429,0.105
3430,0.955
3431,0.865
3432,0.73
3433,0.677
3434,0.541
3435,0.445
3436,0.395
3437,0.332
3438,0.295
3439,0.244
3440,0.191
3441,0.122
3442,0.066
3443,0.993
3444,0.95
3445,0.901
3446,0.823
3447,0.722
3448,0.665
3449,0.591
3450,0.544
3451,0.471
3452,0.447
3453,0.392
3454,0.364
3455,0.299
3456,0.27
3457,0.257
3458,0.222
3459,0.197
3460,0.145
3461,0.116
3462,0.022
3463,0.961
3464,0.892
3465,0.833
3466,0.712
3467,0.681
3468,0.614
3469,0.484
3470,0.349
3471,0.265
3472,0.168
3473,0.067
3474,0.016
3475,0.999
3476,0.965
3477,0.904
3478,0.855
3479,0.808
3480,0.722
3481,0.676
3482,0.559
3483,0.478
3484,0.42
3485,0.379
3486,0.327
3487,0.246
3488,0.217
3489,0.175
3490,0.154
3491,0.121
3492,0.1
3493,0.035
3494,0.992
3495,0.945
3496,0.873
3497,0.76
3498,0.693
3499,0.688
3500,0.638
3501,0.587
3502,0.509
3503,0.469
3504,0.418
3505,0.37
3506,0.289
3507,0.244
3508,0.189
3509,0.133
3510,0.094
3511,0.998
3512,0.938
3513,0.873
3514,0.815
3515,0.703
3516,0.679
3517,0.577
3518,0.491
3519,0.428
3520,0.424
3521,0.364
3522,0.283
3523,0.254
3524,0.228
3525,0.17
3526,0.09
3527,0.997
3528,0.899
3529,0.83
3530,0.749
3531,0.692
3532,0.689
3533,0.658
3534,0.615
3535,0.538
3536,0.482
3537,0.459
3538,0.455
3539,0.401
3540,0.328
3541,0.263
3542,0.259
3543,0.215
3544,0.184
3545,0.048
3546,0.033
3547,0.935
3548,0.87
3549,0.736
3550,0.691
3551,0.682
3552,0.636
3553,0.565
3554,0.521
3555,0.47
3556,0.407
3557,0.364
3558,0.307
3559,0.253
3560,0.179
3561,0.139
3562,0.078
3563,0.042
3564,0.987
3565,0.968
3566,0.926
3567,0.859
3568,0.771
3569,0.735
3570,0.679
3571,0.654
3572,0.661
3573,0.588
3574,0.491
3575,0.463
3576,0.444
3577,0.389
3578,0.332
3579,0.263
3580,0.24
3581,0.193
3582,0.128
3583,0.002
3584,0.933
3585,0.882
3586,0.778
3587,0.761
3588,0.715
3589,0.697
3590,0.668
3591,0.609
3592,0.547
3593,0.483
3594,0.457
3595,0.461
3596,0.364
3597,0.274
3598,0.243
3599,0.203
3600,0.106
3601,0.039
3602,0.981
3603,0.951
3604,0.915
3605,0.876
3606,0.772
3607,0.748
3608,0.723
3609,0.705
3610,0.666
3611,0.629
3612,0.578
3613,0.491
3614,0.436
3615,0.373
3616,0.341
3617,0.279
3618,0.26
3619,0.247
3620,0.25
3621,0.226
3622,0.176
3623,0.088
3624,0.046
3625,0.988
3626,0.904
3627,0.853
3628,0.822
3629,0.736
3630,0.703
3631,0.67
3632,0.651
3633,0.621
3634,0.623
3635,0.607
3636,0.624
3637,0.568
3638,0.476
3639,0.404
3640,0.305
3641,0.247
3642,0.202
3643,0.16
3644,0.114
3645,0.054
3646,0.998
3647,0.933
3648,0.875
3649,0.763
3650,0.739
3651,0.683
3652,0.665
3653,0.632
3654,0.599
3655,0.562
3656,0.492
3657,0.433
3658,0.406
3659,0.416
3660,0.425
3661,0.388
3662,0.361
3663,0.327
3664,0.289
3665,0.248
3666,0.233
3667,0.204
3668,0.159
3669,0.164
3670,0.126
3671,0.082
3672,0.006
3673,0.915
3674,0.787
3675,0.717
3676,0.671
3677,0.677
3678,0.614
3679,0.551
3680,0.463
3681,0.42
3682,0.378
3683,0.338
3684,0.313
3685,0.305
3686,0.27
3687,0.24
3688,0.161
3689,0.086
3690,0.074
3691,0.007
3692,0.978
3693,0.905
3694,0.828
3695,0.734
3696,0.705
3697,0.679
3698,0.658
3699,0.639
3700,0.607
3701,0.556
3702,0.513
3703,0.545
3704,0.493
3705,0.463
3706,0.413
3707,0.377
3708,0.353
3709,0.321
3710,0.281
3711,0.239
3712,0.227
3713,0.204
3714,0.159
3715,0.1
3716,0.007
3717,0.956
3718,0.85
3719,0.718
3720,0.674
3721,0.678
3722,0.592
3723,0.586
3724,0.544
3725,0.519
3726,0.526
3727,0.481
3728,0.453
3729,0.395
3730,0.371
3731,0.301
3732,0.285
3733,0.234
3734,0.246
3735,0.199
3736,0.196
3737,0.186
3738,0.159
3739,0.153
3740,0.125
3741,0.111
3742,0.069
3743,0.041
3744,0.038
3745,0.994
3746,0.982
3747,0.967
3748,0.949
3749,0.892
3750,0.863
3751,0.836
3752,0.751
3753,0.715
3754,0.683
3755,0.671
3756,0.681
3757,0.609
3758,0.552
3759,0.492
3760,0.474
3761,0.43
3762,0.375
3763,0.312
3764,0.26
3765,0.218
3766,0.2
3767,0.153
3768,0.081
3769,0.999
3770,0.958
3771,0.878
3772,0.874
3773,0.855
3774,0.838
3775,0.759
3776,0.722
3777,0.684
3778,0.658
3779,0.676
3780,0.678
3781,0.677
3782,0.663
3783,0.675
3784,0.649
3785,0.665
3786,0.641
3787,0.636
3788,0.542
3789,0.503
3790,0.465
3791,0.465
3792,0.44
3793,0.414
3794,0.379
3795,0.335
3796,0.297
3797,0.263
3798,0.218
3799,0.21
3800,0.198
3801,0.165
3802,0.106
3803,0.056
3804,0.002
3805,0.969
3806,0.917
3807,0.858
3808,0.793
3809,0.748
3810,0.749
3811,0.727
3812,0.74
3813,0.74
3814,0.753
3815,0.726
3816,0.718
3817,0.665
3818,0.657
3819,0.673
3820,0.664
3821,0.673
3822,0.656
3823,0.645
3824,0.57
3825,0.512
3826,0.46
3827,0.472
3828,0.451
3829,0.444
3830,0.402
3831,0.39
3832,0.318
3833,0.293
3834,0.26
3835,0.269
3836,0.248
3837,0.246
3838,0.208
3839,0.192
3840,0.129
3841,0.093
3842,0.039
3843,0.018
3844,0.999
3845,0.948
3846,0.881
3847,0.829
3848,0.782
3849,0.77
3850,0.755
3851,0.719
3852,0.71
3853,0.676
3854,0.667
3855,0.629
3856,0.641
3857,0.623
3858,0.632
3859,0.638
3860,0.648
3861,0.669
3862,0.599
3863,0.579
3864,0.546
3865,0.551
3866,0.494
3867,0.477
3868,0.451
3869,0.415
3870,0.375
3871,0.359
3872,0.355
3873,0.315
3874,0.275
3875,0.254
3876,0.241
3877,0.248
3878,0.256
3879,0.265
3880,0.277
3881,0.232
3882,0.232
3883,0.19
3884,0.159
3885,0.144
3886,0.12
3887,0.089
3888,0.055
3889,0.023
3890,0.992
3891,0.972
3892,0.903
3893,0.894
3894,0.891
3895,0.904
3896,0.906
3897,0.885
3898,0.858
3899,0.874
3900,0.854
3901,0.834
3902,0.818
3903,0.84
3904,0.778
3905,0.775
3906,0.761
3907,0.739
3908,0.765
3909,0.73
3910,0.694
3911,0.689
3912,0.674
3913,0.652
3914,0.643
3915,0.593
3916,0.606
3917,0.639
3918,0.648
3919,0.627
3920,0.597
3921,0.529
3922,0.483
3923,0.453
3924,0.421
3925,0.407
3926,0.385
3927,0.346
3928,0.288
3929,0.252
3930,0.266
3931,0.252
3932,0.248
3933,0.218
3934,0.186
3935,0.175
3936,0.157
3937,0.133
3938,0.102
3939,0.086
3940,0.043
3941,0.049
3942,0.989
3943,0.976
3944,0.943
3945,0.931
3946,0.925
3947,0.932
3948,0.912
3949,0.918
3950,0.886
3951,0.869
3952,0.863
3953,0.885
3954,0.865
3955,0.871
3956,0.868
3957,0.842
3958,0.806
3959,0.728
3960,0.696
3961,0.685
3962,0.659
3963,0.649
3964,0.622
3965,0.579
3966,0.564
3967,0.533
3968,0.588
3969,0.596
3970,0.575
3971,0.567
3972,0.551
3973,0.542
3974,0.496
3975,0.473
3976,0.471
3977,0.444
3978,0.4
3979,0.418
3980,0.385
3981,0.407
3982,0.424
3983,0.457
3984,0.468
3985,0.468
3986,0.423
3987,0.419
3988,0.399
3989,0.405
3990,0.429
3991,0.44
3992,0.459
3993,0.477
3994,0.488
3995,0.463
3996,0.436
3997,0.43
3998,0.434
3999,0.407
4000,0.419
4001,0.426
4002,0.451
4003,0.438
4004,0.412
4005,0.374
4006,0.355
4007,0.29
4008,0.253
4009,0.195
4010,0.183
4011,0.186
4012,0.172
4013,0.181
4014,0.171
4015,0.158
4016,0.168
4017,0.163
4018,0.192
4019,0.221
4020,0.192
4021,0.207
4022,0.2
4023,0.218
4024,0.225
4025,0.21
4026,0.187
4027,0.185
4028,0.217
4029,0.225
4030,0.288
4031,0.35
4032,0.36
4033,0.315
4034,0.267
4035,0.247
4036,0.238
4037,0.222
4038,0.204
4039,0.197
4040,0.192
4041,0.18
4042,0.202
4043,0.19
4044,0.186
4045,0.171
4046,0.193
4047,0.191
4048,0.201
4049,0.153
4050,0.138
4051,0.124
4052,0.141
4053,0.165
4054,0.154
4055,0.159
4056,0.145
4057,0.139
4058,0.158
4059,0.181
4060,0.187
4061,0.193
4062,0.194
4063,0.193
4064,0.184
4065,0.198
4066,0.203
4067,0.192
4068,0.204
4069,0.189
4070,0.173
4071,0.154
4072,0.154
4073,0.149
4074,0.138
4075,0.15
4076,0.168
4077,0.193
4078,0.247
4079,0.309
4080,0.341
4081,0.271
4082,0.246
4083,0.221
4084,0.236
4085,0.218
4086,0.192
4087,0.161
4088,0.15
4089,0.127
4090,0.102
4091,0.085
4092,0.113
4093,0.151
4094,0.162
4095,0.191
4096,0.206
4097,0.211
4098,0.22
4099,0.201
4100,0.205
4101,0.197
4102,0.207
4103,0.205
4104,0.195
4105,0.233
4106,0.206
4107,0.218
4108,0.233
4109,0.239
4110,0.262
4111,0.279
4112,0.277
4113,0.288
4114,0.297
4115,0.304
4116,0.314
4117,0.31
4118,0.36
4119,0.34
4120,0.357
4121,0.309
4122,0.284
4123,0.272
4124,0.283
4125,0.304
4126,0.309
4127,0.321
4128,0.352
4129,0.327
4130,0.316
4131,0.295
4132,0.306
4133,0.273
4134,0.258
4135,0.242
4136,0.247
4137,0.222
4138,0.232
4139,0.236
